USAF Station Code,Site Name,State,Latitude,Longitude
725755,OGDEN HILL AFB,UT,41.117,-111.967
725760,LANDER HUNT FIELD,WY,42.817,-108.733
725765,RIVERTON MUNICIPL AP,WY,43.05,-108.45
725775,EVANSTON/BURNS FLD,WY,41.283,-111.033
725776,JACKSON HOLE,WY,43.6,-110.733
725780,POCATELLO REGIONAL AP,ID,42.917,-112.567
725785,IDAHO FALLS FANNING FIELD,ID,43.517,-112.067
725786,MALAD CITY,ID,42.15,-112.283
725805,LOVELOCK DERBY FIELD,NV,40.067,-118.55
725810,WENDOVER USAF AUXILIARY FIELD,UT,40.717,-114.033
725825,ELKO MUNICIPAL ARPT,NV,40.833,-115.8
725830,WINNEMUCCA MUNICIPAL ARPT,NV,40.9,-117.8
725845,BLUE CANYON AP,CA,39.3,-120.717
725846,TRUCKEE-TAHOE,CA,39.317,-120.133
725847,SOUTH LAKE TAHOE,CA,38.9,-120
725865,HAILEY/FRIEDMAN MEM,ID,43.5,-114.3
725866,JOSLIN FLD MAGIC VA [TWIN FALLS - UO],ID,42.55,-114.35
725867,BURLEY MUNICIPAL ARPT,ID,42.533,-113.767
725868,SODA SPRINGS/TIGERT,ID,42.65,-111.583
725895,KLAMATH FALLS INTL AP [UO],OR,42.22,-121.74
725905,UKIAH MUNICIPAL AP,CA,39.133,-123.2
725910,RED BLUFF MUNICIPAL ARPT,CA,40.15,-122.25
725920,REDDING MUNICIPAL ARPT,CA,40.517,-122.317
725945,ARCATA AIRPORT,CA,40.983,-124.1
725946,CRESCENT CITY FAA AI,CA,41.783,-124.233
725955,MONTAGUE SISKIYOU COUNTY AP,CA,41.783,-122.467
725958,ALTURAS,CA,41.5,-120.533
725970,MEDFORD ROGUE VALLEY INTL AP [ASHLAND - UO],OR,42.19,-122.7
725975,SEXTON SUMMIT,OR,42.6,-123.367
725976,LAKEVIEW (AWOS),OR,42.167,-120.4
726050,CONCORD MUNICIPAL ARPT,NH,43.2,-71.5
726055,PEASE INTL TRADEPOR,NH,43.083,-70.817
726060,PORTLAND INTL JETPORT,ME,43.65,-70.3
726064,SANFORD MUNI (AWOS),ME,43.4,-70.717
726073,WATERVILLE (AWOS),ME,44.533,-69.683
726077,BAR HARBOR (AWOS),ME,44.45,-68.367
726079,ROCKLAND/KNOX(AWOS),ME,44.067,-69.1
726083,NORTHERN AROOSTOOK,ME,47.283,-68.317
726088,BANGOR INTERNATIONAL AP,ME,44.8,-68.817
726115,SPRINGFIELD/HARTNES,VT,43.35,-72.517
726116,LEBANON MUNICIPAL,NH,43.633,-72.3
726130,MOUNT WASHINGTON,NH,44.267,-71.3
726145,MONTPELIER AP,VT,44.2,-72.567
726155,LACONIA MUNI (AWOS),NH,43.567,-71.417
726160,BERLIN MUNICIPAL,NH,44.583,-71.183
726165,DILLANT HOPKINS,NH,42.9,-72.267
726170,BURLINGTON INTERNATIONAL AP,VT,44.467,-73.15
726184,AUBURN-LEWISTON,ME,44.05,-70.283
726185,AUGUSTA AIRPORT,ME,44.317,-69.8
726196,MILLINOCKET MUNICIPAL AP,ME,45.65,-68.683
726223,MASSENA AP,NY,44.933,-74.85
726227,WATERTOWN AP,NY,44,-76.017
726228,ADIRONDACK RGNL,NY,44.383,-74.2
726350,GRAND RAPIDS KENT COUNTY INT',MI,42.883,-85.517
726355,BENTON HARBOR/ROSS,MI,42.133,-86.433
726357,KALAMAZOO BATTLE CR,MI,42.233,-85.55
726360,MUSKEGON COUNTY ARPT,MI,43.167,-86.233
726370,FLINT BISHOP INTL ARPT,MI,42.967,-83.75
726375,OAKLAND CO INTL,MI,42.667,-83.417
726379,SAGINAW TRI CITY INTL AP,MI,43.533,-84.083
726380,HOUGHTON LAKE ROSCOMMON CO AR,MI,44.367,-84.683
726384,CADILLAC WEXFORD CO AP,MI,44.283,-85.417
726385,MANISTEE (AWOS),MI,44.267,-86.25
726387,TRAVERSE CITY CHERRY CAPITAL,MI,44.733,-85.583
726390,ALPENA COUNTY REGIONAL AP,MI,45.067,-83.583
726395,OSCODA WURTSMITH AFB,MI,44.45,-83.4
726400,MILWAUKEE MITCHELL INTL AP,WI,42.95,-87.9
726404,MINOCQUA/WOODRUFF,WI,45.933,-89.733
726410,MADISON DANE CO REGIONAL ARPT [ISIS],WI,43.13,-89.33
726415,JANESVILLE/ROCK CO.,WI,42.617,-89.033
726416,LONE ROCK FAA AP,WI,43.2,-90.183
726430,LA CROSSE MUNICIPAL ARPT,WI,43.867,-91.25
726435,EAU CLAIRE COUNTY AP,WI,44.867,-91.483
726440,ROCHESTER INTERNATIONAL ARPT,MN,43.9,-92.5
726450,GREEN BAY AUSTIN STRAUBEL INT,WI,44.483,-88.133
726455,MANITOWAC MUNI AWOS,WI,44.133,-87.683
726456,WITTMAN RGNL,WI,43.983,-88.55
726457,APPLETON/OUTAGAMIE,WI,44.25,-88.517
726458,STURGEON BAY,WI,44.85,-87.417
726463,WAUSAU MUNICIPAL ARPT,WI,44.917,-89.633
726464,WATERTOWN,WI,43.167,-88.717
726465,MOSINEE/CENTRAL WI,WI,44.783,-89.667
726467,RICE LAKE MUNICIPAL,WI,45.483,-91.717
726468,PHILLIPS/PRICE CO.,WI,45.7,-90.4
726480,ESCANABA (AWOS),MI,45.75,-87.033
726487,MENOMINEE (AWOS),MI,45.133,-87.633
726498,FAIR FIELD,IA,41.05,-91.983
726499,ESTHERVILLE MUNI,IA,43.4,-94.75
726500,SPENCER,IA,43.167,-95.15
726510,SIOUX FALLS FOSS FIELD,SD,43.583,-96.75
726515,BROOKINGS (AWOS),SD,44.3,-96.817
726525,CHAN GURNEY MUNI,SD,42.917,-97.383
726540,HURON REGIONAL ARPT,SD,44.4,-98.217
726544,ORR,MN,48.017,-92.867
726545,MITCHELL (AWOS),SD,43.767,-98.033
726546,WATERTOWN MUNICIPAL AP,SD,44.933,-97.15
726547,GLENWOOD (ASOS),MN,45.65,-95.317
726550,ST CLOUD REGIONAL ARPT,MN,45.55,-94.05
726555,BRAINERD/WIELAND,MN,46.4,-94.133
726556,REDWOOD FALLS MUNI,MN,44.55,-95.083
726557,ALEXANDRIA MUNICIPAL AP,MN,45.883,-95.4
726558,CLOQUET (AWOS),MN,46.7,-92.5
726559,MARSHALL/RYAN(AWOS),MN,44.45,-95.817
726560,FERGUS FALLS(AWOS),MN,46.283,-96.15
726563,FARIBAULT MUNI AWOS,MN,44.333,-93.317
726564,RED WING,MN,44.583,-92.483
726565,MORRIS MUNI (AWOS),MN,45.567,-95.967
726566,PIPESTONE (AWOS),MN,43.983,-96.317
726567,NEW ULM MUNI (AWOS),MN,44.317,-94.5
726568,OWATONNA (AWOS),MN,44.117,-93.25
